id,ScrapperOrder,Link,ApartmentName,Address,RentStudio,Rent1BD,Rent2BDS,Rent3BDS,Rent4BDS,Rent5BDS,Images
1,1680719488-2378,https://www.zillow.com/b/royal-gardens-apartments-pittsburgh-pa-5Y2YQv/,Royal Gardens Apartments ," 6236 5th Ave, Pittsburgh, PA",0,"1,449","1,570","1,890",0,0,"https://photos.zillowstatic.com/fp/dd0af51287f449765b34b99398218bb5-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/b86e2cb7b776fd7969d8c5314619657c-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/113b80a6b154a96d184656da955de431-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/2071a241256e452c040ff17fcd2d8597-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/381b866327e3c18cd5f4281884805bcb-cc_ft_960.jpg"
2,1680719492-2383,https://www.zillow.com/b/743-%40-howell-mill-apartments-atlanta-ga-5XhtM9/,743 @ Howell Mill Apartments ," 743 Holmes St NW, Atlanta, GA","1,100","1,200","1,350",0,0,0,"https://photos.zillowstatic.com/fp/1cb1d74f9524d8b2b6620caa30cafb29-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/73c5749644c4a4f2d521715f96342fb5-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/968c5306696b5ce16aca2c14feb81e72-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/db168b97ca6d5ee772b7fc88c533752a-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/3b5672a6a4086a50e8f39fe3f44a4b80-cc_ft_960.jpg"
3,1680719495-2388,https://www.zillow.com/b/lebanon-vue-pittsburgh-pa-5fwmff/,Lebanon Vue ," 400 Cochran Rd, Pittsburgh, PA",0,"1,050","1,250","1,500",0,0,"https://photos.zillowstatic.com/fp/038263247e98c2829d92b7df71b985d5-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/3393dafb1b2e85e377e9cb5c060b12ed-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/3393dafb1b2e85e377e9cb5c060b12ed-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/06fd6f6d0f67a83e598575a5eccd0173-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/bef0717fcd16b0559e21b98351406247-cc_ft_960.jpg"
4,1680719499-2393,https://www.zillow.com/b/33ninety-apartments-atlanta-ga-5XhtrQ/,33Ninety Apartments ," 3390 Fairburn Rd SW, Atlanta, GA",0,960,"1,165","1,360",0,0,"https://photos.zillowstatic.com/fp/bd40cd5f7d227e3d2fd2fe7c58838d4c-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/e61c8c452c624f48a73ebe9fe50b0c17-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/107aaf4e618391fd1721b70ef217e1c7-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/0ad277ef63daed0f8a931161218c3a87-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/5d8334e882c9c32130d51929eca9d4e6-cc_ft_960.jpg"
5,1680719501-2398,https://www.zillow.com/b/hampton-hall-apartments-atlanta-ga-5XhtcV/,Hampton Hall Apartments ," 2217 Briarcliff Rd NE, Atlanta, GA",0,"1,200",0,"1,700",0,0,"https://photos.zillowstatic.com/fp/09af07640e747ce44382f22a89d8f9f5-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/55f3f597bec88f9ceda5041d439abeb2-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/0ae7039b8e2139247b606bf501d52f0b-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/3bffee55e35bea380601436af7fc7250-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/d7e6a22712504103a18e451c63783d0e-cc_ft_960.jpg"
6,1680719504-2403,https://www.zillow.com/b/biltmore-at-midtown-atlanta-ga-5ZQbC9/,Biltmore at Midtown ," 855 W Peachtree St NW, Atlanta, GA","1,375","1,531","2,066",0,0,0,"https://photos.zillowstatic.com/fp/c11f69c6c781ad483577ce9ceea49b2d-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/2f51744a160c9c70f21b153e0d08d8f1-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/41ce63b460f237705924e53a7a2baf35-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/3df061040cbee6ad265ed87ef8b019f8-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/794440b889fbcb0f679a941a90fc42e8-cc_ft_960.jpg"
7,1680719507-2408,https://www.zillow.com/b/phillips-ave-pittsburgh-pa-5fwm5k/,Phillips Ave ," 5623 Phillips Ave, Pittsburgh, PA",0,"1,095",0,0,0,0,"https://photos.zillowstatic.com/fp/bafb0446b96121006596636a57fcb924-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/2666c0d00667091338bba90cf72327e5-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/3a32088c0f8419f3aafb98a4a58da562-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/ebd3033450b22a17a6fdc7f272ab8319-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/a5f142a0a4f33e5b365130b2d87fd883-cc_ft_960.jpg"
8,1680719509-2413,https://www.zillow.com/b/the-adrian-pittsburgh-pa-5YCDyT/,The Adrian ," 4629 Bayard St, Pittsburgh, PA",989,"1,195","1,699",0,0,0,"https://photos.zillowstatic.com/fp/999791dd6bceacc2d4db68e0be2e7e40-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/563bf16e873ead546b44e61b9821e982-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/542b1dfb940fdbf4c79035f76f2daae6-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/91897f2a4065aea1d65b3e9a190c69f5-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/c229fcc828525a05d8772dcca5aaea22-cc_ft_960.jpg"
9,1680719512-2418,https://www.zillow.com/b/glenrose-gardens-atlanta-ga-5j666g/,Glenrose Gardens ," 85 Mount Zion Rd SW, Atlanta, GA",0,"1,150","1,230","1,395",0,0,"https://photos.zillowstatic.com/fp/567c56ab7e90067f016cf3ebf6b1c136-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/fbda4f14b63501118f6729c95648bb3d-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/3b0f83af0234da741256c84bfd17b510-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/a820ff471145db7554cede5282c59d74-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/73558591effd242f83f71d7df2d53e0f-cc_ft_960.jpg"
10,1680719516-2423,https://www.zillow.com/b/1824-defoor-atlanta-ga-65dz46/,1824 Defoor ," 1824 Defoor Ave NW, Atlanta, GA","1,836","1,753","2,041","3,183",0,0,"https://photos.zillowstatic.com/fp/4e18040d1bc45c061232aefc1fe16d46-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/3a5c996d61f930672765a4e95b6fce15-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/90d36c3513da81c2437ed9cfed70c0fd-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/5e9b999e930956c4ecf2fc6a2e48e6a9-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/ab3b176245cbfd8ed4d69be810b901d0-cc_ft_960.jpg"
11,1680719519-2428,https://www.zillow.com/b/waldorf-park-apartments-pittsburgh-pa-5XjDwW/,Waldorf Park Apartments ," 103 McKnight Cir, Pittsburgh, PA",800,875,"1,125",0,0,0,"https://photos.zillowstatic.com/fp/14e53fae014b65310ca0955f42c3f1b4-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/df2281b09f08e926ca297741211d48d1-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/a2c449dfaa34fd352b25c3a019b33ae1-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/5f5f3a891296b1561cffe4323d18a868-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/8a18b31f61fcb43d734192da6cbcb2d2-cc_ft_960.jpg"
12,1680719523-2433,https://www.zillow.com/b/wellington-square-pittsburgh-pa-9n3MsV/,Wellington Square ," 3910 Old William Penn Hwy, Pittsburgh, PA",0,949,"1,149",0,0,0,"https://photos.zillowstatic.com/fp/9c344fbe5c27aaa55f4b29c9122720b6-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/6074ff48c38bd4817bebbf9cc296d05a-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/e72ce5fd26c387cddfa46f54fd5fc339-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/0b75587eb7ddd5a3f62bef52eb91ced9-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/b28c80cf47c0b8399c91b818b1e64a60-cc_ft_960.jpg"
13,1680719527-2438,https://www.zillow.com/b/fairway-court-apartments-atlanta-ga-5Xhtf5/,Fairway Court Apartments ," 1247 Joseph E Boone Blvd NW, Atlanta, GA",0,902,946,"1,034",0,0,"https://photos.zillowstatic.com/fp/1bdfb26fd780ed837bcf3ee0635c9123-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/6eadb895d534611c4de34af5ccded3a1-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/50a00506c484a63705ca5012aeca0844-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/e39f948267f7f3b5bc979ce4cfbffe26-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/cc60318468076b05249216d5d67b0e51-cc_ft_960.jpg"
14,1680719540-2448,https://www.zillow.com/b/880-briarcliff-terrace-atlanta-ga-9Ptvgk/,880 Briarcliff Terrace ," 880 Briarcliff Ter NE, Atlanta, GA","1,250","1,250",0,0,0,0,"https://photos.zillowstatic.com/fp/cab7442f3c5cad1072ccf2327c972c8a-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/cab7442f3c5cad1072ccf2327c972c8a-cc_ft_960.jpg"
15,1680719547-2455,https://www.zillow.com/b/ashley-cascade-apartments-atlanta-ga-5XhtSC/,Ashley Cascade Apartments ," 1371 Kimberly Way, Atlanta, GA",0,"1,289","1,349","1,499","1,579",0,"https://photos.zillowstatic.com/fp/c93b634d98c6f97aa0fd1d7ab41a738e-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/7acf3de5c82eb15dd34b6a5523d8ada5-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/cf48b72ec30271882262c6da0a9596f6-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/cbe97db5226df84a3264bc5e70257f35-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/5c72d1eb86713d811773dea4e9e731d3-cc_ft_960.jpg"
16,1680719550-2460,https://www.zillow.com/b/3200-washington-jamaica-plain-ma-96CsMx/,3200 Washington ," 3200 Washington St, Jamaica Plain, MA","2,499","2,994","3,399",0,0,0,"https://photos.zillowstatic.com/fp/1b493f83abd52077594d7d2e5c549cc8-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/6eeac2cd3a5b1aa61fda860e2ff81bcd-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/b0ead07f4d921974041e98f7b31c3974-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/192d8584c95444420678a3174eca1d34-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/9c8125ba9741a95566b566c9dd0ab293-cc_ft_960.jpg"
17,1680719555-2465,https://www.zillow.com/b/locomotive-lofts-pittsburgh-pa-5YWpgt/,Locomotive Lofts ," 4840 Harrison St, Pittsburgh, PA",0,"1,750","2,285",0,0,0,"https://photos.zillowstatic.com/fp/7f58eb25475307f5963fa35651812c2a-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/4e022558e11346ae515e7004667c99b7-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/bd3f406a5a304fa917c7bb85eb51d343-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/3ab88501459173904ee35d6e4c870b71-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/fe18fb41c6b9409dcac3add759782f39-cc_ft_960.jpg"
18,1680719560-2470,https://www.zillow.com/b/revival-lofts-atlanta-ga-9PtyzD/,Revival Lofts ," 159 Ralph McGill Blvd NE, Atlanta, GA","1,275","1,575",0,0,0,0,"https://photos.zillowstatic.com/fp/3ffa93ebcece3877fbfab1c065b0ef21-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/ee2c8e6205ed7fcdf98a0e74d33434aa-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/8efcebf5b0cb08a08b3b12c532b93da4-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/b6fdeaa0c069dd5a5034687283d5628f-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/f9b53fb21aee72402784fd52f04ba4db-cc_ft_960.jpg"
19,1680719563-2475,https://www.zillow.com/b/heinz-950-north-shore-pittsburgh-pa-98Nk6B/,Heinz 950 North Shore ," 950 Progress St, Pittsburgh, PA",0,"1,245","2,009",0,0,0,"https://photos.zillowstatic.com/fp/4b7a058006fb3def0cc01cc254842a75-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/3232a8f41b4a2d3a9fbdfa2a61908861-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/a9d614759ee128ecc2cab16a016d163b-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/c3625dfffa3135c2936e5444451f3831-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/f0c54947dfe724043130f8b72a01df36-cc_ft_960.jpg"
20,1680719568-2482,https://www.zillow.com/b/the-enclave-atlanta-ga-5jFckX/,The Enclave ," 2145 Bolton Rd NW, Atlanta, GA",0,"1,295","1,425",0,0,0,"https://photos.zillowstatic.com/fp/dad4881d985614e2223448f2f746fa08-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/7c9ce69c14dd4790997abaf78b995f8c-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/f969126b075f8565d2b602784bad1b30-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/cca830aaa42f32ac192a70d3a004f5d8-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/d6308647988122a2e7b61448ead8d7f0-cc_ft_960.jpg"
21,1680719571-2487,https://www.zillow.com/b/elle-of-buckhead-atlanta-ga-5Xhtb9/,Elle of Buckhead ," 235 Pharr Rd NE, Atlanta, GA","1,625","1,646","2,227",0,0,0,"https://photos.zillowstatic.com/fp/8b8492f89cb114f2b0af559fd41fec42-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/8f405fa7225aea27d928ddcd47e895a8-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/f397fb8bb26863f2b0a7418e320e3b91-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/59869aee63238505cc38b8d36df2a9de-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/39b721d68c7a85c24c8cd870577f56b9-cc_ft_960.jpg"
22,1680719574-2492,https://www.zillow.com/b/the-rocca-atlanta-ga-5XhtvG/,The Rocca ," 3280 Northside Pkwy NW, Atlanta, GA",0,"1,631","1,745","2,714",0,0,"https://photos.zillowstatic.com/fp/5f09498ca2532ce7653a516854c8b08b-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/7bd38917ca32f8a694ca43ad842682aa-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/b91f0448f33f4ad93c40d42aa1d03904-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/9094424ae4925ebb9d1158e93ffbc7f0-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/ff202dbb00a4ee2c293b6ddd3ac0dade-cc_ft_960.jpg"
23,1680719577-2497,https://www.zillow.com/b/stony-brook-commons-roslindale-ma-5XjSWM/,Stony Brook Commons ," 390 Blue Ledge Dr, Roslindale, MA","2,418","2,542","2,832",0,0,0,"https://photos.zillowstatic.com/fp/f9d7fd30700d0ae89e5ded8d226a0538-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/e303eff3149ca70ec9df6f66c110ded2-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/305a326f8f0c383d3c41b4379483c725-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/b4e9474fb8dd0e2261cfda1f10130758-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/10b5a6202458e94be1b7c95446d1f46c-cc_ft_960.jpg"
24,1680719583-2508,https://www.zillow.com/b/the-west-end-apartments-boston-ma-5Xj9BW/,The West End Apartments ," 4 Emerson Pl, Boston, MA","3,150","3,520","4,625",0,0,0,"https://photos.zillowstatic.com/fp/15ed6ea1668f7639c8a63f57f2e30b2c-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/417cedd3d3de7c0c87ce84eac2836ca1-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/2dd212eb78f1128c324394c722197cf0-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/80ae6b9a846bf9827681ac4d404c1704-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/9bd5f147813457e72838fc4b4f8a04a1-cc_ft_960.jpg"
25,1680719587-2513,https://www.zillow.com/b/alexander-at-the-district-atlanta-ga-5XhtSQ/,Alexander at the District ," 1750 Commerce Dr NW, Atlanta, GA",0,"1,326","1,570",0,0,0,"https://photos.zillowstatic.com/fp/13b4b8238c078354ce0098a312f9a319-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/9085bdc93e94c332d7384499e0f14855-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/fcb7d294d8503ca8e1251376e7eb1c71-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/ae2d2d317f839e864e3e2392b1846f66-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/9d028e3795f5a4963de85b80b0184d93-cc_ft_960.jpg"
26,1680719590-2518,https://www.zillow.com/b/the-brookliner-boston-ma-96DTBf/,The Brookliner ," 5 Washington St, Brighton, MA","2,276","3,373","4,252","5,545",0,0,"https://photos.zillowstatic.com/fp/27436671f73624509558c1beaff63238-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/44093d8b026841aaa09da2af62bd1700-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/eda82f6a36f206229f5dafa87f8b4c3d-cc_ft_960.jpg"
27,1680719594-2521,https://www.zillow.com/b/100-pier-4-boston-ma-96GXtT/,100 Pier 4 ," 100 Pier 4 Blvd, Boston, MA","2,987","3,469","4,248",0,0,0,"https://photos.zillowstatic.com/fp/a03775cc39e12b8fb0b185a64963ed8c-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/1913f740477152ce27a3ec2b03a4e552-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/6259a657cab763e76fbb483da0176080-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/3e489515c3b4aba7fc935dcc5f968006-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/4d58368a87323e9a20e10b24aee99cd5-cc_ft_960.jpg"
28,1680719596-2526,https://www.zillow.com/b/315-on-a-boston-ma-5Xj6bQ/,315 on A ," 315 A St, Boston, MA","3,030","3,735","4,540",0,0,0,"https://photos.zillowstatic.com/fp/770af184774cc843ae5737b8fd37f7ea-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/9bf817c6d33012868f5a1fdd75379517-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/ab5a703389b788d5d7254ce0b864cc0b-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/66b8ce6f35986555fdf7bf5889a553bb-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/037c55f2bb531fd84fae64476138b314-cc_ft_960.jpg"
29,1680719599-2531,https://www.zillow.com/b/the-summit-boston-ma-5XjZB9/,The Summit ," 321 Summit Ave, Boston, MA",0,0,"3,400",0,0,0,"https://photos.zillowstatic.com/fp/2d08752483777f1338e6d750c4ea8a60-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/a9cd7522af81c6007a29d145a2ecf547-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/1904cf52f1b20c27e57aa4253baf5077-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/557a44cf9c4ac26b0a93ae1446327c58-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/b7d79a44c8e64df4b8259d26f837d5db-cc_ft_960.jpg"
30,1680719602-2536,https://www.zillow.com/b/the-tremont-roxbury-crossing-ma-5rNxpk/,The Tremont ," 1480 Tremont St, Boston, MA","2,804","3,239","4,368",0,0,0,"https://photos.zillowstatic.com/fp/5997ecf6bec252bd2956be4c10038398-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/3091e13f50313a943d0cb1c5e9f9ef0f-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/de8c45e40b3598fa5e9326abaa7a6c8b-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/7e874436866080db5cc44615189ad997-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/60c74464ad257031dfec8cb902b70df8-cc_ft_960.jpg"
31,1680719605-2541,https://www.zillow.com/b/hobart-court-pittsburgh-pa-98P29D/,Hobart Court ," 5557 Hobart St, Pittsburgh, PA",0,0,"1,410",0,0,0,"https://photos.zillowstatic.com/fp/3a5c0ebbc27f0777ce15466ddbf3a4bf-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/7dd50e85037c7a2e50c03e5e248fe70a-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/2ed30c62792bbfd61e3176b3b4779af6-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/64ef819a54b37a13d8aaa0b2389d4616-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/d709a3fd2794b82c92cfe62acc94360a-cc_ft_960.jpg"
32,1680719608-2546,https://www.zillow.com/b/print-shop-lofts-pittsburgh-pa-5Xwh3h/,Print Shop Lofts ," 3010 Jane St, Pittsburgh, PA",0,"1,425","1,850",0,0,0,"https://photos.zillowstatic.com/fp/22ce1f71884952d6171a1daf62912921-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/07bdb90d038b9cf4c9dee68df8f98271-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/680c1a66cc4f64dc9a4a2694c87ea279-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/0d107750895fc189d1594481ee4992d0-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/de082c4db3dc75d59d1ef683acd57790-cc_ft_960.jpg"
33,1680719611-2551,https://www.zillow.com/b/arsenal-201-pittsburgh-pa-Bfzdwz/,Arsenal 201 ," 147 39th St, Pittsburgh, PA","1,201","1,857","2,188",0,0,0,"https://photos.zillowstatic.com/fp/95f2f4ab37f1df59153f0d9554882f1a-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/0b133a172c02aac765b41a3361998e74-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/a097dd2eeba8729aa108a0466a4af650-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/11c327dc1bd3e3c68177bd8fe144c3bf-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/914a43044ad2035c2ecdc68f3812ec0d-cc_ft_960.jpg"
34,1680719613-2556,https://www.zillow.com/b/girard-boston-ma-B5zyDR/,Girard ," 50 Malden St, Boston, MA",0,"3,465","4,110","6,435",0,0,"https://photos.zillowstatic.com/fp/05a029feb024c27d10ea361b4d2d1d73-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/6d71043c9e49273ec4d5eb080bfbc109-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/2ccb714bc046549b5563ababec1271b0-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/9e6a882053c48685d90787e80bfdb4ed-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/44386a8c0604bf62e564ab0446fec71a-cc_ft_960.jpg"
35,1680719618-2567,https://www.zillow.com/b/the-graphic-lofts-charlestown-ma-96Cmm5/,The Graphic Lofts ," 32 Cambridge St, Charlestown, MA","2,283","2,894","3,712",0,0,0,"https://photos.zillowstatic.com/fp/00745061d118498dd55e4552d2180ba4-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/e98a9e901f50993d279fb0d2b296adad-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/80775c27dbf4befd7827ce170bfcaefb-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/6c392d8044413a4843731e3c23fa76db-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/4cc6322066173e9f1d5f3bafd80659ea-cc_ft_960.jpg"
36,1680719825-2638,https://www.zillow.com/b/the-longwood-apartments-boston-ma-5XmPS7/,The Longwood Apartments ," 1575 Tremont St, Boston, MA",0,"2,871","3,842",0,0,0,"https://photos.zillowstatic.com/fp/e89d154360eac283a0089896dfd69e35-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/f7090dc7507951a211b56887841c5af5-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/879621f4780cfa4393f914d258183a4b-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/4cd7c979b836b1d9732bd3113e35972e-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/215d40c1e1eec90cff1b7b9501edb3cd-cc_ft_960.jpg"
